 ====================================================================================
               Transient state solution for a 2D rectangular plate
                    for applications in steel reheating
                 e.g. Reheating furnaces for rolling processing
 ====================================================================================
 Author: Dickson Alves de Souza

 Based on lectures by professor Roberto Parreiras Tavares

 and book Numerical Heat Transfer and Fluid Flow
 by Suhas V. Patankar (1980)

 Federal University of Minas Gerais (UFMG)
 October 26th, 2017
 ====================================================================================
                              Input parameters:

 Lenght in X direction (meters):           1.0000
 Lenght in Y direction (meters):           0.2000
 Nodes in X direction:                          7
 Nodes in Y direction:                          7
 ====================================================================================

                       STAGE                1/  5
                       START Time:         0.0000
                       END Time:        1140.0000
                       Iterations:              328

 ====================================================================================
 Temperature of fluid at left face (T left):             1223.1500
 Temperature of fluid at right face (T right):           1223.1500
 Temperature of fluid at bottom face (T bottom):         1223.1500
 Temperature of fluid at top face (T top):               1223.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                2/  5
                       START Time:      1140.0000
                       END Time:        3060.0000
                       Iterations:              328

 ====================================================================================
 Temperature of fluid at left face (T left):             1423.1500
 Temperature of fluid at right face (T right):           1423.1500
 Temperature of fluid at bottom face (T bottom):         1423.1500
 Temperature of fluid at top face (T top):               1423.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                3/  5
                       START Time:      3060.0000
                       END Time:        4980.0000
                       Iterations:              328

 ====================================================================================
 Temperature of fluid at left face (T left):             1513.1500
 Temperature of fluid at right face (T right):           1513.1500
 Temperature of fluid at bottom face (T bottom):         1513.1500
 Temperature of fluid at top face (T top):               1513.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 SOLUTION of LINEAR SYSTEM: TDMA (tri-diagonal matrix algorithm)
      ADI approach employed in solution.
 Tolerance:       0.0010

 ====================================================================================
                    Calculation Results
 Current time:    4260.0000000000000       seconds
 Maximum Temperature :    1481.6567537543572
 Minimum Temperature :    1287.2230290125785
 Average(algebraic, non-weigthed) Temperature :    1386.1187681205038
 ====================================================================================
            I           J        X(m)        Y(m)        T(K)  Cp(J/kg.K) K(W/sq-m.K)
 ====================================================================================
            1           1      0.0000      0.0000   1476.7226    703.0000     53.2950
            1           2      0.0000      0.0333   1464.1063    703.0000     52.4969
            1           3      0.0000      0.0667   1456.3339    703.0000     52.0141
            1           4      0.0000      0.1000   1454.3510    703.0000     51.8920
            1           5      0.0000      0.1333   1458.3809    703.0000     52.1406
            1           6      0.0000      0.1667   1467.8773    703.0000     52.7336
            1           7      0.0000      0.2000   1481.6568    703.0000     53.6120
            2           1      0.1667      0.0000   1410.3531    703.0000     49.3036
            2           2      0.1667      0.0333   1373.7525    703.0000     47.3335
            2           3      0.1667      0.0667   1350.7645    703.0000     46.1856
            2           4      0.1667      0.1000   1345.0523    703.0000     45.9113
            2           5      0.1667      0.1333   1357.4803    703.0000     46.5136
            2           6      0.1667      0.1667   1385.8598    703.0000     47.9661
            2           7      0.1667      0.2000   1425.6938    703.0000     50.1795
            3           1      0.3333      0.0000   1381.8328    703.0000     47.7536
            3           2      0.3333      0.0333   1334.7128    703.0000     45.4263
            3           3      0.3333      0.0667   1305.0171    703.0000     44.1153
            3           4      0.3333      0.1000   1297.8158    703.0000     43.8160
            3           5      0.3333      0.1333   1314.2512    703.0000     44.5097
            3           6      0.3333      0.1667   1351.2004    703.0000     46.2067
            3           7      0.3333      0.2000   1402.4015    703.0000     48.8610
            4           1      0.5000      0.0000   1375.4276    703.0000     47.4199
            4           2      0.5000      0.0333   1325.9455    703.0000     45.0264
            4           3      0.5000      0.0667   1294.7488    703.0000     43.6908
            4           4      0.5000      0.1000   1287.2230    703.0000     43.3892
            4           5      0.5000      0.1333   1304.5704    703.0000     44.0965
            4           6      0.5000      0.1667   1343.4582    703.0000     45.8356
            4           7      0.5000      0.2000   1397.2169    703.0000     48.5768
            5           1      0.6667      0.0000   1381.8325    703.0000     47.7536
            5           2      0.6667      0.0333   1334.7124    703.0000     45.4262
            5           3      0.6667      0.0667   1305.0168    703.0000     44.1153
            5           4      0.6667      0.1000   1297.8155    703.0000     43.8160
            5           5      0.6667      0.1333   1314.2509    703.0000     44.5097
            5           6      0.6667      0.1667   1351.2001    703.0000     46.2067
            5           7      0.6667      0.2000   1402.4013    703.0000     48.8610
            6           1      0.8333      0.0000   1410.3529    703.0000     49.3036
            6           2      0.8333      0.0333   1373.7523    703.0000     47.3335
            6           3      0.8333      0.0667   1350.7642    703.0000     46.1856
            6           4      0.8333      0.1000   1345.0520    703.0000     45.9113
            6           5      0.8333      0.1333   1357.4800    703.0000     46.5136
            6           6      0.8333      0.1667   1385.8596    703.0000     47.9661
            6           7      0.8333      0.2000   1425.6937    703.0000     50.1795
            7           1      1.0000      0.0000   1476.7226    703.0000     53.2950
