 ====================================================================================
               Transient state solution for a 2D rectangular plate
                    for applications in steel reheating
                 e.g. Reheating furnaces for rolling processing
 ====================================================================================
 Author: Dickson Alves de Souza

 Based on lectures by professor Roberto Parreiras Tavares

 and book Numerical Heat Transfer and Fluid Flow
 by Suhas V. Patankar (1980)

 Federal University of Minas Gerais (UFMG)
 October 26th, 2017
 ====================================================================================
                              Input parameters:

 Lenght in X direction (meters):           1.0000
 Lenght in Y direction (meters):           0.2000
 Nodes in X direction:                          7
 Nodes in Y direction:                          7
 ====================================================================================

                       STAGE                1/  5
                       START Time:         0.0000
                       END Time:        1140.0000
                       Iterations:              284

 ====================================================================================
 Temperature of fluid at left face (T left):             1223.1500
 Temperature of fluid at right face (T right):           1223.1500
 Temperature of fluid at bottom face (T bottom):         1223.1500
 Temperature of fluid at top face (T top):               1223.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                2/  5
                       START Time:      1140.0000
                       END Time:        3060.0000
                       Iterations:              284

 ====================================================================================
 Temperature of fluid at left face (T left):             1423.1500
 Temperature of fluid at right face (T right):           1423.1500
 Temperature of fluid at bottom face (T bottom):         1423.1500
 Temperature of fluid at top face (T top):               1423.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                3/  5
                       START Time:      3060.0000
                       END Time:        4980.0000
                       Iterations:              284

 ====================================================================================
 Temperature of fluid at left face (T left):             1513.1500
 Temperature of fluid at right face (T right):           1513.1500
 Temperature of fluid at bottom face (T bottom):         1513.1500
 Temperature of fluid at top face (T top):               1513.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 SOLUTION of LINEAR SYSTEM: TDMA (tri-diagonal matrix algorithm)
      ADI approach employed in solution.
 Tolerance:       0.0010

 ====================================================================================
                    Calculation Results
 Current time:    3460.0000000000000       seconds
 Maximum Temperature :    1438.0036820029422
 Minimum Temperature :    1115.5295424398748
 Average(algebraic, non-weigthed) Temperature :    1272.7624266529879
 ====================================================================================
            I           J        X(m)        Y(m)        T(K)  Cp(J/kg.K) K(W/sq-m.K)
 ====================================================================================
            1           1      0.0000      0.0000   1426.1272    703.0000     50.2047
            1           2      0.0000      0.0333   1396.7289    703.0000     48.5502
            1           3      0.0000      0.0667   1379.7324    703.0000     47.6436
            1           4      0.0000      0.1000   1375.7077    703.0000     47.4344
            1           5      0.0000      0.1333   1384.5297    703.0000     47.8957
            1           6      0.0000      0.1667   1405.6379    703.0000     49.0402
            1           7      0.0000      0.2000   1438.0037    703.0000     50.9032
            2           1      0.1667      0.0000   1311.6904    703.0000     44.3991
            2           2      0.1667      0.0333   1240.9839    703.0000     41.7159
            2           3      0.1667      0.0667   1198.3259    712.9715     40.4513
            2           4      0.1667      0.1000   1189.0021    723.2900     40.2111
            2           5      0.1667      0.1333   1213.8694    703.0000     40.8807
            2           6      0.1667      0.1667   1268.3822    703.0000     42.6699
            2           7      0.1667      0.2000   1345.7224    703.0000     45.9433
            3           1      0.3333      0.0000   1273.4586    703.0000     42.8586
            3           2      0.3333      0.0333   1188.9479    723.3551     40.2097
            3           3      0.3333      0.0667   1136.9765    811.9983     39.1107
            3           4      0.3333      0.1000   1126.2633    836.5218     38.9348
            3           5      0.3333      0.1333   1157.7395    770.4279     39.5009
            3           6      0.3333      0.1667   1224.8474    703.0000     41.2057
            3           7      0.3333      0.2000   1316.9706    703.0000     44.6282
            4           1      0.5000      0.0000   1266.7626    703.0000     42.6104
            4           2      0.5000      0.0333   1179.8688    735.0871     39.9884
            4           3      0.5000      0.0667   1126.4668    836.0370     38.9380
            4           4      0.5000      0.1000   1115.5295    863.1322     38.7759
            4           5      0.5000      0.1333   1148.0787    788.7780     39.3112
            4           6      0.5000      0.1667   1217.3507    703.0000     40.9819
            4           7      0.5000      0.2000   1312.0109    703.0000     44.4129
            5           1      0.6667      0.0000   1273.4585    703.0000     42.8586
            5           2      0.6667      0.0333   1188.9477    723.3553     40.2097
            5           3      0.6667      0.0667   1136.9763    811.9987     39.1107
            5           4      0.6667      0.1000   1126.2631    836.5223     38.9348
            5           5      0.6667      0.1333   1157.7393    770.4282     39.5009
            5           6      0.6667      0.1667   1224.8473    703.0000     41.2057
            5           7      0.6667      0.2000   1316.9705    703.0000     44.6282
            6           1      0.8333      0.0000   1311.6901    703.0000     44.3991
            6           2      0.8333      0.0333   1240.9835    703.0000     41.7159
            6           3      0.8333      0.0667   1198.3254    712.9719     40.4513
            6           4      0.8333      0.1000   1189.0016    723.2905     40.2111
            6           5      0.8333      0.1333   1213.8690    703.0000     40.8807
            6           6      0.8333      0.1667   1268.3819    703.0000     42.6699
            6           7      0.8333      0.2000   1345.7222    703.0000     45.9433
            7           1      1.0000      0.0000   1426.1271    703.0000     50.2047
            7           2      1.0000      0.0333   1396.7288    703.0000     48.5502
            7           3      1.0000      0.0667   1379.7323    703.0000     47.6436
            7           4      1.0000      0.1000   1375.7076    703.0000     47.4343
            7           5      1.0000      0.1333   1384.5295    703.0000     47.8957
            7           6      1.0000      0.1667   1405.6378    703.0000     49.0402
            7           7      1.0000      0.2000   1438.0036    703.0000     50.9032
