 ====================================================================================
               Transient state solution for a 2D rectangular plate
                    for applications in steel reheating
                 e.g. Reheating furnaces for rolling processing
 ====================================================================================
 Author: Dickson Alves de Souza

 Based on lectures by professor Roberto Parreiras Tavares

 and book Numerical Heat Transfer and Fluid Flow
 by Suhas V. Patankar (1980)

 Federal University of Minas Gerais (UFMG)
 October 26th, 2017
 ====================================================================================
                              Input parameters:

 Lenght in X direction (meters):           1.0000
 Lenght in Y direction (meters):           0.2000
 Nodes in X direction:                          7
 Nodes in Y direction:                          7
 ====================================================================================

                       STAGE                1/  5
                       START Time:         0.0000
                       END Time:        1140.0000
                       Iterations:              295

 ====================================================================================
 Temperature of fluid at left face (T left):             1223.1500
 Temperature of fluid at right face (T right):           1223.1500
 Temperature of fluid at bottom face (T bottom):         1223.1500
 Temperature of fluid at top face (T top):               1223.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                2/  5
                       START Time:      1140.0000
                       END Time:        3060.0000
                       Iterations:              295

 ====================================================================================
 Temperature of fluid at left face (T left):             1423.1500
 Temperature of fluid at right face (T right):           1423.1500
 Temperature of fluid at bottom face (T bottom):         1423.1500
 Temperature of fluid at top face (T top):               1423.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                3/  5
                       START Time:      3060.0000
                       END Time:        4980.0000
                       Iterations:              295

 ====================================================================================
 Temperature of fluid at left face (T left):             1513.1500
 Temperature of fluid at right face (T right):           1513.1500
 Temperature of fluid at bottom face (T bottom):         1513.1500
 Temperature of fluid at top face (T top):               1513.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 SOLUTION of LINEAR SYSTEM: TDMA (tri-diagonal matrix algorithm)
      ADI approach employed in solution.
 Tolerance:       0.0010

 ====================================================================================
                    Calculation Results
 Current time:    3660.0000000000000       seconds
 Maximum Temperature :    1454.3615166648551
 Minimum Temperature :    1163.8063769224582
 Average(algebraic, non-weigthed) Temperature :    1307.7812379234135
 ====================================================================================
            I           J        X(m)        Y(m)        T(K)  Cp(J/kg.K) K(W/sq-m.K)
 ====================================================================================
            1           1      0.0000      0.0000   1444.8572    703.0000     51.3139
            1           2      0.0000      0.0333   1421.1797    703.0000     49.9188
            1           3      0.0000      0.0667   1406.8763    703.0000     49.1091
            1           4      0.0000      0.1000   1403.3515    703.0000     48.9135
            1           5      0.0000      0.1333   1410.8177    703.0000     49.3297
            1           6      0.0000      0.1667   1428.4430    703.0000     50.3396
            1           7      0.0000      0.2000   1454.3615    703.0000     51.8927
            2           1      0.1667      0.0000   1343.1096    703.0000     45.8191
            2           2      0.1667      0.0333   1282.2691    703.0000     43.1951
            2           3      0.1667      0.0667   1244.6484    703.0000     41.8371
            2           4      0.1667      0.1000   1236.0042    703.0000     41.5544
            2           5      0.1667      0.1333   1257.3306    703.0000     42.2719
            2           6      0.1667      0.1667   1304.8320    703.0000     44.1075
            2           7      0.1667      0.2000   1371.0869    703.0000     47.1968
            3           1      0.3333      0.0000   1306.6160    703.0000     44.1827
            3           2      0.3333      0.0333   1232.3638    703.0000     41.4386
            3           3      0.3333      0.0667   1185.7914    727.2480     40.1314
            3           4      0.3333      0.1000   1175.4808    741.3410     39.8859
            3           5      0.3333      0.1333   1203.2155    703.0000     40.5825
            3           6      0.3333      0.1667   1262.3148    703.0000     42.4492
            3           7      0.3333      0.2000   1342.9520    703.0000     45.8116
            4           1      0.5000      0.0000   1299.6784    703.0000     43.8927
            4           2      0.5000      0.0333   1222.8855    703.0000     41.1463
            4           3      0.5000      0.0667   1174.4805    742.8193     39.8629
            4           4      0.5000      0.1000   1163.8064    759.8024     39.6272
            4           5      0.5000      0.1333   1192.7195    718.9655     40.3053
            4           6      0.5000      0.1667   1254.2573    703.0000     42.1644
            4           7      0.5000      0.2000   1337.6536    703.0000     45.5627
            5           1      0.6667      0.0000   1306.6158    703.0000     44.1827
            5           2      0.6667      0.0333   1232.3635    703.0000     41.4386
            5           3      0.6667      0.0667   1185.7911    727.2485     40.1313
            5           4      0.6667      0.1000   1175.4804    741.3415     39.8859
            5           5      0.6667      0.1333   1203.2152    703.0000     40.5825
            5           6      0.6667      0.1667   1262.3146    703.0000     42.4492
            5           7      0.6667      0.2000   1342.9519    703.0000     45.8116
            6           1      0.8333      0.0000   1343.1093    703.0000     45.8191
            6           2      0.8333      0.0333   1282.2687    703.0000     43.1951
            6           3      0.8333      0.0667   1244.6480    703.0000     41.8371
            6           4      0.8333      0.1000   1236.0038    703.0000     41.5544
            6           5      0.8333      0.1333   1257.3303    703.0000     42.2719
            6           6      0.8333      0.1667   1304.8318    703.0000     44.1075
            6           7      0.8333      0.2000   1371.0868    703.0000     47.1968
            7           1      1.0000      0.0000   1444.8571    703.0000     51.3139
            7           2      1.0000      0.0333   1421.1796    703.0000     49.9188
            7           3      1.0000      0.0667   1406.8762    703.0000     49.1091
            7           4      1.0000      0.1000   1403.3514    703.0000     48.9135
            7           5      1.0000      0.1333   1410.8176    703.0000     49.3297
            7           6      1.0000      0.1667   1428.4429    703.0000     50.3396
            7           7      1.0000      0.2000   1454.3615    703.0000     51.8927
