 ====================================================================================
               Transient state solution for a 2D rectangular plate
                    for applications in steel reheating
                 e.g. Reheating furnaces for rolling processing
 ====================================================================================
 Author: Dickson Alves de Souza

 Based on lectures by professor Roberto Parreiras Tavares

 and book Numerical Heat Transfer and Fluid Flow
 by Suhas V. Patankar (1980)

 Federal University of Minas Gerais (UFMG)
 October 26th, 2017
 ====================================================================================
                              Input parameters:

 Lenght in X direction (meters):           1.0000
 Lenght in Y direction (meters):           0.2000
 Nodes in X direction:                          7
 Nodes in Y direction:                          7
 ====================================================================================

                       STAGE                1/  5
                       START Time:         0.0000
                       END Time:        1140.0000
                       Iterations:              361

 ====================================================================================
 Temperature of fluid at left face (T left):             1223.1500
 Temperature of fluid at right face (T right):           1223.1500
 Temperature of fluid at bottom face (T bottom):         1223.1500
 Temperature of fluid at top face (T top):               1223.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                2/  5
                       START Time:      1140.0000
                       END Time:        3060.0000
                       Iterations:              361

 ====================================================================================
 Temperature of fluid at left face (T left):             1423.1500
 Temperature of fluid at right face (T right):           1423.1500
 Temperature of fluid at bottom face (T bottom):         1423.1500
 Temperature of fluid at top face (T top):               1423.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                3/  5
                       START Time:      3060.0000
                       END Time:        4980.0000
                       Iterations:              361

 ====================================================================================
 Temperature of fluid at left face (T left):             1513.1500
 Temperature of fluid at right face (T right):           1513.1500
 Temperature of fluid at bottom face (T bottom):         1513.1500
 Temperature of fluid at top face (T top):               1513.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 SOLUTION of LINEAR SYSTEM: TDMA (tri-diagonal matrix algorithm)
      ADI approach employed in solution.
 Tolerance:       0.0010

 ====================================================================================
                    Calculation Results
 Current time:    4860.0000000000000       seconds
 Maximum Temperature :    1495.0548001897344
 Minimum Temperature :    1371.1987821473995
 Average(algebraic, non-weigthed) Temperature :    1435.5079483237726
 ====================================================================================
            I           J        X(m)        Y(m)        T(K)  Cp(J/kg.K) K(W/sq-m.K)
 ====================================================================================
            1           1      0.0000      0.0000   1492.3445    703.0000     54.3076
            1           2      0.0000      0.0333   1485.1861    703.0000     53.8404
            1           3      0.0000      0.0667   1480.7891    703.0000     53.5561
            1           4      0.0000      0.1000   1479.6478    703.0000     53.4826
            1           5      0.0000      0.1333   1481.8839    703.0000     53.6267
            1           6      0.0000      0.1667   1487.2238    703.0000     53.9728
            1           7      0.0000      0.2000   1495.0548    703.0000     54.4860
            2           1      0.1667      0.0000   1451.6856    703.0000     51.7287
            2           2      0.1667      0.0333   1430.1264    703.0000     50.4380
            2           3      0.1667      0.0667   1416.6876    703.0000     49.6618
            2           4      0.1667      0.1000   1413.2344    703.0000     49.4659
            2           5      0.1667      0.1333   1420.2372    703.0000     49.8646
            2           6      0.1667      0.1667   1436.6406    703.0000     50.8222
            2           7      0.1667      0.2000   1460.1763    703.0000     52.2519
            3           1      0.3333      0.0000   1431.3784    703.0000     50.5114
            3           2      0.3333      0.0333   1402.4669    703.0000     48.8646
            3           3      0.3333      0.0667   1384.3537    703.0000     47.8864
            3           4      0.3333      0.1000   1379.7529    703.0000     47.6446
            3           5      0.3333      0.1333   1389.3400    703.0000     48.1515
            3           6      0.3333      0.1667   1411.5447    703.0000     49.3706
            3           7      0.3333      0.2000   1443.0669    703.0000     51.2061
            4           1      0.5000      0.0000   1426.1997    703.0000     50.2089
            4           2      0.5000      0.0333   1395.4026    703.0000     48.4781
            4           3      0.5000      0.0667   1376.0888    703.0000     47.4541
            4           4      0.5000      0.1000   1371.1988    703.0000     47.2025
            4           5      0.5000      0.1333   1381.4606    703.0000     47.7340
            4           6      0.5000      0.1667   1405.1647    703.0000     49.0139
            4           7      0.5000      0.2000   1438.7339    703.0000     50.9467
            5           1      0.6667      0.0000   1431.3782    703.0000     50.5114
            5           2      0.6667      0.0333   1402.4667    703.0000     48.8646
            5           3      0.6667      0.0667   1384.3534    703.0000     47.8864
            5           4      0.6667      0.1000   1379.7527    703.0000     47.6446
            5           5      0.6667      0.1333   1389.3397    703.0000     48.1515
            5           6      0.6667      0.1667   1411.5445    703.0000     49.3706
            5           7      0.6667      0.2000   1443.0668    703.0000     51.2061
            6           1      0.8333      0.0000   1451.6855    703.0000     51.7287
            6           2      0.8333      0.0333   1430.1262    703.0000     50.4380
            6           3      0.8333      0.0667   1416.6874    703.0000     49.6617
            6           4      0.8333      0.1000   1413.2342    703.0000     49.4659
            6           5      0.8333      0.1333   1420.2371    703.0000     49.8646
            6           6      0.8333      0.1667   1436.6405    703.0000     50.8222
            6           7      0.8333      0.2000   1460.1762    703.0000     52.2519
            7           1      1.0000      0.0000   1492.3444    703.0000     54.3076
