 ====================================================================================
               Transient state solution for a 2D rectangular plate
                    for applications in steel reheating
                 e.g. Reheating furnaces for rolling processing
 ====================================================================================
 Author: Dickson Alves de Souza

 Based on lectures by professor Roberto Parreiras Tavares

 and book Numerical Heat Transfer and Fluid Flow
 by Suhas V. Patankar (1980)

 Federal University of Minas Gerais (UFMG)
 October 26th, 2017
 ====================================================================================
                              Input parameters:

 Lenght in X direction (meters):           1.0000
 Lenght in Y direction (meters):           0.2000
 Nodes in X direction:                          7
 Nodes in Y direction:                          7
 ====================================================================================

                       STAGE                1/  5
                       START Time:         0.0000
                       END Time:        1140.0000
                       Iterations:              317

 ====================================================================================
 Temperature of fluid at left face (T left):             1223.1500
 Temperature of fluid at right face (T right):           1223.1500
 Temperature of fluid at bottom face (T bottom):         1223.1500
 Temperature of fluid at top face (T top):               1223.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                2/  5
                       START Time:      1140.0000
                       END Time:        3060.0000
                       Iterations:              317

 ====================================================================================
 Temperature of fluid at left face (T left):             1423.1500
 Temperature of fluid at right face (T right):           1423.1500
 Temperature of fluid at bottom face (T bottom):         1423.1500
 Temperature of fluid at top face (T top):               1423.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 ====================================================================================

                       STAGE                3/  5
                       START Time:      3060.0000
                       END Time:        4980.0000
                       Iterations:              317

 ====================================================================================
 Temperature of fluid at left face (T left):             1513.1500
 Temperature of fluid at right face (T right):           1513.1500
 Temperature of fluid at bottom face (T bottom):         1513.1500
 Temperature of fluid at top face (T top):               1513.1500
 ------------------------------------------------------------------------------------
 Heat transfer coefficient at left face (H left):          50.0000
 Heat transfer coefficient at right face (H right):        50.0000
 Heat transfer coefficient at bottom face (H bottom):       8.0000
 Heat transfer coefficient at top face (H top):           150.0000
 ====================================================================================


 SOLUTION of LINEAR SYSTEM: TDMA (tri-diagonal matrix algorithm)
      ADI approach employed in solution.
 Tolerance:       0.0010

 ====================================================================================
                    Calculation Results
 Current time:    4060.0000000000000       seconds
 Maximum Temperature :    1474.8177298508228
 Minimum Temperature :    1250.9695524282347
 Average(algebraic, non-weigthed) Temperature :    1363.8837306431981
 ====================================================================================
            I           J        X(m)        Y(m)        T(K)  Cp(J/kg.K) K(W/sq-m.K)
 ====================================================================================
            1           1      0.0000      0.0000   1468.7171    703.0000     52.7865
            1           2      0.0000      0.0333   1453.2849    703.0000     51.8266
            1           3      0.0000      0.0667   1443.7775    703.0000     51.2489
            1           4      0.0000      0.1000   1441.3686    703.0000     51.1042
            1           5      0.0000      0.1333   1446.3257    703.0000     51.4027
            1           6      0.0000      0.1667   1457.9676    703.0000     52.1150
            1           7      0.0000      0.2000   1474.8177    703.0000     53.1734
            2           1      0.1667      0.0000   1391.4535    703.0000     48.2648
            2           2      0.1667      0.0333   1347.9183    703.0000     46.0484
            2           3      0.1667      0.0667   1320.5670    703.0000     44.7864
            2           4      0.1667      0.1000   1313.8905    703.0000     44.4941
            2           5      0.1667      0.1333   1328.8941    703.0000     45.1597
            2           6      0.1667      0.1667   1362.8501    703.0000     46.7803
            2           7      0.1667      0.2000   1410.1950    703.0000     49.2947
            3           1      0.3333      0.0000   1360.1051    703.0000     46.6435
            3           2      0.3333      0.0333   1304.9819    703.0000     44.1138
            3           3      0.3333      0.0667   1270.2560    703.0000     42.7391
            3           4      0.3333      0.1000   1262.0384    703.0000     42.4392
            3           5      0.3333      0.1333   1281.6222    703.0000     43.1700
            3           6      0.3333      0.1667   1325.1402    703.0000     44.9902
            3           7      0.3333      0.2000   1384.9858    703.0000     47.9198
            4           1      0.5000      0.0000   1353.4012    703.0000     46.3137
            4           2      0.5000      0.0333   1295.8081    703.0000     43.7339
            4           3      0.5000      0.0667   1259.5109    703.0000     42.3490
            4           4      0.5000      0.1000   1250.9696    703.0000     42.0509
            4           5      0.5000      0.1333   1271.5401    703.0000     42.7869
            4           6      0.5000      0.1667   1317.1205    703.0000     44.6347
            4           7      0.5000      0.2000   1379.6427    703.0000     47.6389
            5           1      0.6667      0.0000   1360.1049    703.0000     46.6435
            5           2      0.6667      0.0333   1304.9816    703.0000     44.1138
            5           3      0.6667      0.0667   1270.2556    703.0000     42.7391
            5           4      0.6667      0.1000   1262.0380    703.0000     42.4392
            5           5      0.6667      0.1333   1281.6219    703.0000     43.1700
            5           6      0.6667      0.1667   1325.1400    703.0000     44.9902
            5           7      0.6667      0.2000   1384.9857    703.0000     47.9198
            6           1      0.8333      0.0000   1391.4533    703.0000     48.2648
            6           2      0.8333      0.0333   1347.9180    703.0000     46.0484
            6           3      0.8333      0.0667   1320.5666    703.0000     44.7864
            6           4      0.8333      0.1000   1313.8901    703.0000     44.4941
            6           5      0.8333      0.1333   1328.8938    703.0000     45.1597
            6           6      0.8333      0.1667   1362.8499    703.0000     46.7803
            6           7      0.8333      0.2000   1410.1948    703.0000     49.2947
            7           1      1.0000      0.0000   1468.7170    703.0000     52.7865
            7           2      1.0000      0.0333   1453.2849    703.0000     51.8266
            7           3      1.0000      0.0667   1443.7775    703.0000     51.2489
            7           4      1.0000      0.1000   1441.3685    703.0000     51.1042
            7           5      1.0000      0.1333   1446.3256    703.0000     51.4027
            7           6      1.0000      0.1667   1457.9675    703.0000     52.1150
            7           7      1.0000      0.2000   1474.8177    703.0000     53.1734
